Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Mongolia,2011,Female,Not applicable,Number,22888
Mongolia,2011,All genders,Not applicable,Number,35847
Mongolia,2010,All genders,Not applicable,Number,34211
Mongolia,2010,Female,Not applicable,Number,22138
Mongolia,2009,Female,Not applicable,Number,21046
Mongolia,2009,All genders,Not applicable,Number,33007
Mongolia,2008,All genders,Not applicable,Number,29599
Mongolia,2008,Female,Not applicable,Number,19427
Mongolia,2007,Female,Not applicable,Number,16932
Mongolia,2007,All genders,Not applicable,Number,25938
Mongolia,2006,All genders,Not applicable,Number,23628
Mongolia,2006,Female,Not applicable,Number,15424
Mongolia,2005,Female,Not applicable,Number,14524
Mongolia,2005,All genders,Not applicable,Number,22397
Mongolia,2004,All genders,Not applicable,Number,21109
Mongolia,2004,Female,Not applicable,Number,13770
Mongolia,2003,Female,Not applicable,Number,11795
Mongolia,2003,All genders,Not applicable,Number,18289
Mongolia,2002,All genders,Not applicable,Number,17671
Mongolia,2002,Female,Not applicable,Number,11767
Mongolia,2001,Female,Not applicable,Number,9753
Mongolia,2001,All genders,Not applicable,Number,14868
Mongolia,2000,All genders,Not applicable,Number,10333
Mongolia,2000,Female,Not applicable,Number,6822
Mongolia,1999,Female,Not applicable,Number,6850
Mongolia,1999,All genders,Not applicable,Number,9830
Montserrat,2007,Female,Not applicable,Number,0
Montserrat,2007,All genders,Not applicable,Number,0
Montserrat,2006,All genders,Not applicable,Number,0
Montserrat,2006,Female,Not applicable,Number,0
Montserrat,2005,Female,Not applicable,Number,0
Montserrat,2005,All genders,Not applicable,Number,0
Montserrat,2004,All genders,Not applicable,Number,0
Montserrat,2004,Female,Not applicable,Number,0
Montserrat,2003,All genders,Not applicable,Number,0
Montserrat,2003,Female,Not applicable,Number,0
Montserrat,2002,Female,Not applicable,Number,0
Montserrat,2002,All genders,Not applicable,Number,0
Montserrat,2001,All genders,Not applicable,Number,0
Montserrat,2001,Female,Not applicable,Number,0
Montserrat,2000,Female,Not applicable,Number,0
Montserrat,2000,All genders,Not applicable,Number,0
Montserrat,1999,All genders,Not applicable,Number,0
Montserrat,1999,Female,Not applicable,Number,0
Morocco,2013,All genders,Not applicable,Number,135819
Morocco,2011,All genders,Not applicable,Number,82346
Morocco,2010,All genders,Not applicable,Number,75744
Morocco,2010,Female,Not applicable,Number,35836
Morocco,2009,Female,Not applicable,Number,32760
Morocco,2009,All genders,Not applicable,Number,70780
Morocco,2008,All genders,Not applicable,Number,62727
Morocco,2008,Female,Not applicable,Number,20044
Morocco,2007,Female,Not applicable,Number,32688
Morocco,2007,All genders,Not applicable,Number,88137
Morocco,2006,All genders,Not applicable,Number,54534
Morocco,2006,Female,Not applicable,Number,23288
Morocco,2005,Female,Not applicable,Number,20417
Morocco,2005,All genders,Not applicable,Number,48162
Morocco,2001,All genders,Not applicable,Number,43804
Morocco,2001,Female,Not applicable,Number,19126
Mozambique,2014,All genders,Not applicable,Number,13133
Mozambique,2014,Female,Not applicable,Number,5649
Mozambique,2013,Female,Not applicable,Number,4601
Mozambique,2013,All genders,Not applicable,Number,10255
Mozambique,2012,All genders,Not applicable,Number,11288
Mozambique,2012,Female,Not applicable,Number,3900
Mozambique,2011,Female,Not applicable,Number,2494
Mozambique,2011,All genders,Not applicable,Number,10070
Mozambique,2010,All genders,Not applicable,Number,12023
Mozambique,2010,Female,Not applicable,Number,5564
Mozambique,2009,Female,Not applicable,Number,3711
Mozambique,2009,All genders,Not applicable,Number,8866
Mozambique,2008,All genders,Not applicable,Number,7050
Mozambique,2008,Female,Not applicable,Number,3142
Mozambique,2005,Female,Not applicable,Number,1093
Mozambique,2005,All genders,Not applicable,Number,3615
Mozambique,2004,All genders,Not applicable,Number,2878
Mozambique,2004,Female,Not applicable,Number,1019
Myanmar,2012,All genders,Not applicable,Number,295941
Myanmar,2012,Female,Not applicable,Number,191153
Myanmar,2011,Female,Not applicable,Number,88075
Myanmar,2011,All genders,Not applicable,Number,134624
Myanmar,2007,All genders,Not applicable,Number,104590
Myanmar,2007,Female,Not applicable,Number,73341
Namibia,2008,Female,Not applicable,Number,3224
Namibia,2008,All genders,Not applicable,Number,5525
Namibia,2006,All genders,Not applicable,Number,2590
Namibia,2006,Female,Not applicable,Number,1625
Namibia,2005,Female,Not applicable,Number,1380
Namibia,2005,All genders,Not applicable,Number,2474
Namibia,2003,All genders,Not applicable,Number,1981
Namibia,2003,Female,Not applicable,Number,1112
Namibia,2001,Female,Not applicable,Number,1495
Namibia,2001,All genders,Not applicable,Number,3248
Nauru,2008,All genders,Not applicable,Number,0
Nauru,2008,Female,Not applicable,Number,0
Nauru,2007,Female,Not applicable,Number,0
Nauru,2007,All genders,Not applicable,Number,0
Nauru,2005,All genders,Not applicable,Number,0
Nauru,2005,Female,Not applicable,Number,0
Nauru,2004,Female,Not applicable,Number,0
Nauru,2004,All genders,Not applicable,Number,0
Nauru,2003,All genders,Not applicable,Number,0
Nauru,2003,Female,Not applicable,Number,0
Nauru,2002,Female,Not applicable,Number,0
Nauru,2002,All genders,Not applicable,Number,0
Nauru,2001,All genders,Not applicable,Number,0
Nauru,2001,Female,Not applicable,Number,0
Nauru,2000,Female,Not applicable,Number,0
Nauru,2000,All genders,Not applicable,Number,0
Nauru,1999,All genders,Not applicable,Number,0
Nauru,1999,Female,Not applicable,Number,0
Nepal,2014,All genders,Not applicable,Number,58802
Nepal,2013,All genders,Not applicable,Number,61517
Nepal,2013,Female,Not applicable,Number,29716
Nepal,2011,All genders,Not applicable,Number,48162
Nepal,2010,All genders,Not applicable,Number,46968
Nepal,2009,All genders,Not applicable,Number,44981
Nepal,2008,All genders,Not applicable,Number,44458
Nepal,2006,All genders,Not applicable,Number,28928
Nepal,2005,All genders,Not applicable,Number,25565
Netherlands,2012,All genders,Not applicable,Number,152049
Netherlands,2012,Female,Not applicable,Number,85955
Netherlands,2011,All genders,Not applicable,Number,138772
Netherlands,2011,Female,Not applicable,Number,78979
Netherlands,2010,Female,Not applicable,Number,74572
Netherlands,2010,All genders,Not applicable,Number,131545
Netherlands,2009,All genders,Not applicable,Number,126931
Netherlands,2009,Female,Not applicable,Number,71767
Netherlands,2008,Female,Not applicable,Number,70481
Netherlands,2008,All genders,Not applicable,Number,124228
Netherlands,2007,All genders,Not applicable,Number,123321
Netherlands,2007,Female,Not applicable,Number,69652
Netherlands,2006,Female,Not applicable,Number,65626
Netherlands,2006,All genders,Not applicable,Number,117392
Netherlands,2005,All genders,Not applicable,Number,106684
Netherlands,2005,Female,Not applicable,Number,60242
Netherlands,2004,Female,Not applicable,Number,54403
Netherlands,2004,All genders,Not applicable,Number,96890
Netherlands,2003,All genders,Not applicable,Number,89341
Netherlands,2003,Female,Not applicable,Number,50030
Netherlands,2002,Female,Not applicable,Number,47536
Netherlands,2002,All genders,Not applicable,Number,85818
Netherlands,2001,All genders,Not applicable,Number,81603
Netherlands,2001,Female,Not applicable,Number,44640
Netherlands,2000,Female,Not applicable,Number,43006
Netherlands,2000,All genders,Not applicable,Number,79416
Netherlands,1999,All genders,Not applicable,Number,77567
Netherlands,1999,Female,Not applicable,Number,40606
Netherlands Antilles,2000,Female,Not applicable,Number,350
Netherlands Antilles,2000,All genders,Not applicable,Number,569
New Zealand,2012,Female,Not applicable,Number,42711
New Zealand,2012,All genders,Not applicable,Number,71931
New Zealand,2011,All genders,Not applicable,Number,67749
New Zealand,2011,Female,Not applicable,Number,40128
New Zealand,2010,Female,Not applicable,Number,35990
New Zealand,2010,All genders,Not applicable,Number,60719
New Zealand,2009,All genders,Not applicable,Number,61075
New Zealand,2009,Female,Not applicable,Number,35939
New Zealand,2008,All genders,Not applicable,Number,54445
New Zealand,2008,Female,Not applicable,Number,33135
New Zealand,2007,Female,Not applicable,Number,35277
New Zealand,2007,All genders,Not applicable,Number,57815
New Zealand,2006,All genders,Not applicable,Number,59320
New Zealand,2006,Female,Not applicable,Number,36039
New Zealand,2005,Female,Not applicable,Number,33446
New Zealand,2005,All genders,Not applicable,Number,55175
New Zealand,2004,All genders,Not applicable,Number,52018
New Zealand,2004,Female,Not applicable,Number,31576
New Zealand,2003,Female,Not applicable,Number,29157
New Zealand,2003,All genders,Not applicable,Number,47565
New Zealand,2002,All genders,Not applicable,Number,44783
New Zealand,2002,Female,Not applicable,Number,27218
New Zealand,2001,Female,Not applicable,Number,27120
New Zealand,2001,All genders,Not applicable,Number,44192
New Zealand,2000,All genders,Not applicable,Number,42791
New Zealand,2000,Female,Not applicable,Number,26486
New Zealand,1999,Female,Not applicable,Number,23003
New Zealand,1999,All genders,Not applicable,Number,37596
Nicaragua,2002,All genders,Not applicable,Number,4298
Nicaragua,2002,Female,Not applicable,Number,2637
Niger,2010,Female,Not applicable,Number,845
Niger,2010,All genders,Not applicable,Number,2969
Niger,2008,All genders,Not applicable,Number,1871
Niger,2001,All genders,Not applicable,Number,821
Niger,2001,Female,Not applicable,Number,224
Nigeria,1999,Female,Not applicable,Number,25793
Nigeria,1999,All genders,Not applicable,Number,58455
Niue,2008,Female,Not applicable,Number,0
Niue,2008,All genders,Not applicable,Number,0
Niue,2007,All genders,Not applicable,Number,0
Niue,2007,Female,Not applicable,Number,0
Niue,2005,Female,Not applicable,Number,0
Niue,2005,All genders,Not applicable,Number,0
Niue,2004,All genders,Not applicable,Number,0
Niue,2004,Female,Not applicable,Number,0
Niue,2003,Female,Not applicable,Number,0
Niue,2003,All genders,Not applicable,Number,0
Niue,2002,All genders,Not applicable,Number,0
Niue,2002,Female,Not applicable,Number,0
Niue,2001,Female,Not applicable,Number,0
Niue,2001,All genders,Not applicable,Number,0
Niue,2000,All genders,Not applicable,Number,0
Niue,2000,Female,Not applicable,Number,0
Niue,1999,Female,Not applicable,Number,0
Niue,1999,All genders,Not applicable,Number,0
Norway,2014,All genders,Not applicable,Number,47742
Norway,2014,Female,Not applicable,Number,27958
Norway,2013,Female,Not applicable,Number,26257
Norway,2013,All genders,Not applicable,Number,44753
Norway,2012,All genders,Not applicable,Number,40346
Norway,2012,Female,Not applicable,Number,24599
Norway,2011,Female,Not applicable,Number,24630
Norway,2011,All genders,Not applicable,Number,40379
Norway,2010,All genders,Not applicable,Number,37844
Norway,2010,Female,Not applicable,Number,23037
Norway,2009,Female,Not applicable,Number,21624
Norway,2009,All genders,Not applicable,Number,35272
Norway,2008,All genders,Not applicable,Number,35214
Norway,2008,Female,Not applicable,Number,21351
Norway,2007,Female,Not applicable,Number,21885
Norway,2007,All genders,Not applicable,Number,35410
Norway,2006,All genders,Not applicable,Number,33529
Norway,2006,Female,Not applicable,Number,20577
Norway,2005,Female,Not applicable,Number,19743
Norway,2005,All genders,Not applicable,Number,31929
Norway,2004,All genders,Not applicable,Number,32043
Norway,2004,Female,Not applicable,Number,19334
Norway,2003,Female,Not applicable,Number,18393
Norway,2003,All genders,Not applicable,Number,30127
Norway,2002,All genders,Not applicable,Number,29652
Norway,2002,Female,Not applicable,Number,17873
Norway,2001,Female,Not applicable,Number,18883
Norway,2001,All genders,Not applicable,Number,32092
Norway,2000,All genders,Not applicable,Number,29935
Norway,2000,Female,Not applicable,Number,17950
Norway,1999,Female,Not applicable,Number,17033
Norway,1999,All genders,Not applicable,Number,28609
Occupied Palestinian Territory,2014,Female,Not applicable,Number,22584
Occupied Palestinian Territory,2014,All genders,Not applicable,Number,37383
Occupied Palestinian Territory,2013,All genders,Not applicable,Number,35279
Occupied Palestinian Territory,2013,Female,Not applicable,Number,20987
Occupied Palestinian Territory,2012,Female,Not applicable,Number,19583
Occupied Palestinian Territory,2012,All genders,Not applicable,Number,32839
Occupied Palestinian Territory,2011,Female,Not applicable,Number,18567
Occupied Palestinian Territory,2011,All genders,Not applicable,Number,31702
Occupied Palestinian Territory,2010,All genders,Not applicable,Number,30206
Occupied Palestinian Territory,2010,Female,Not applicable,Number,17677
Occupied Palestinian Territory,2009,Female,Not applicable,Number,16260
Occupied Palestinian Territory,2009,All genders,Not applicable,Number,27569
Occupied Palestinian Territory,2008,All genders,Not applicable,Number,25275
Occupied Palestinian Territory,2008,Female,Not applicable,Number,14585
Occupied Palestinian Territory,2007,Female,Not applicable,Number,12477
Occupied Palestinian Territory,2007,All genders,Not applicable,Number,21851
Occupied Palestinian Territory,2004,All genders,Not applicable,Number,12567
Occupied Palestinian Territory,2004,Female,Not applicable,Number,6902
Occupied Palestinian Territory,2003,Female,Not applicable,Number,6863
Occupied Palestinian Territory,2003,All genders,Not applicable,Number,12845
Occupied Palestinian Territory,2001,All genders,Not applicable,Number,11602
Occupied Palestinian Territory,2001,Female,Not applicable,Number,5850
Occupied Palestinian Territory,2000,Female,Not applicable,Number,4989
Occupied Palestinian Territory,2000,All genders,Not applicable,Number,10160
Occupied Palestinian Territory,1999,All genders,Not applicable,Number,8303
Occupied Palestinian Territory,1999,Female,Not applicable,Number,4173
Oman,2014,Female,Not applicable,Number,10190
Oman,2014,All genders,Not applicable,Number,18462
Oman,2013,All genders,Not applicable,Number,16675
Oman,2013,Female,Not applicable,Number,9359
Oman,2010,Female,Not applicable,Number,8057
Oman,2010,All genders,Not applicable,Number,13734
Oman,2009,All genders,Not applicable,Number,11540
Oman,2009,Female,Not applicable,Number,6770
Oman,2007,Female,Not applicable,Number,5416
Oman,2007,All genders,Not applicable,Number,9129
Oman,2005,All genders,Not applicable,Number,8280
Oman,2005,Female,Not applicable,Number,4939
Oman,2004,Female,Not applicable,Number,4222
Oman,2004,All genders,Not applicable,Number,7380
Oman,2003,All genders,Not applicable,Number,6598
Oman,2003,Female,Not applicable,Number,3252
Palau,2013,Female,Not applicable,Number,54
Palau,2013,All genders,Not applicable,Number,94
Panama,2013,All genders,Not applicable,Number,23752
Panama,2013,Female,Not applicable,Number,15371
Panama,2012,Female,Not applicable,Number,14898
Panama,2012,All genders,Not applicable,Number,22786
Panama,2011,All genders,Not applicable,Number,22172
Panama,2011,Female,Not applicable,Number,14103
Panama,2010,Female,Not applicable,Number,14045
Panama,2010,All genders,Not applicable,Number,21821
Panama,2009,All genders,Not applicable,Number,21706
Panama,2009,Female,Not applicable,Number,14293
Panama,2008,All genders,Not applicable,Number,21061
Panama,2008,Female,Not applicable,Number,13907
Panama,2007,Female,Not applicable,Number,13438
Panama,2007,All genders,Not applicable,Number,20182
Panama,2006,All genders,Not applicable,Number,19679
Panama,2006,Female,Not applicable,Number,13161
Panama,2005,Female,Not applicable,Number,11892
Panama,2005,All genders,Not applicable,Number,17509
Panama,2004,All genders,Not applicable,Number,18655
Panama,2004,Female,Not applicable,Number,13060
Panama,2003,Female,Not applicable,Number,9094
Panama,2003,All genders,Not applicable,Number,18927
Panama,2002,All genders,Not applicable,Number,16712
Panama,2002,Female,Not applicable,Number,11099
Philippines,2014,Female,Not applicable,Number,336657
Philippines,2014,All genders,Not applicable,Number,585288
Philippines,2013,All genders,Not applicable,Number,564769
Philippines,2013,Female,Not applicable,Number,320998
Philippines,2012,Female,Not applicable,Number,292143
Philippines,2012,All genders,Not applicable,Number,522570
Philippines,2011,All genders,Not applicable,Number,496949
Philippines,2011,Female,Not applicable,Number,284914
Philippines,2010,Female,Not applicable,Number,269636
Philippines,2010,All genders,Not applicable,Number,481331
Philippines,2009,All genders,Not applicable,Number,469654
Philippines,2009,Female,Not applicable,Number,269748
Philippines,2006,Female,Not applicable,Number,249127
Philippines,2006,All genders,Not applicable,Number,410067
Philippines,2005,All genders,Not applicable,Number,387108
Philippines,2005,Female,Not applicable,Number,235031
Philippines,2004,Female,Not applicable,Number,238382
Philippines,2004,All genders,Not applicable,Number,401928
Philippines,2003,All genders,Not applicable,Number,384080
Philippines,2003,Female,Not applicable,Number,230390
Philippines,2002,Female,Not applicable,Number,221947
Philippines,2002,All genders,Not applicable,Number,363640
Philippines,2001,All genders,Not applicable,Number,351078
Philippines,2001,Female,Not applicable,Number,212924
Philippines,1999,All genders,Not applicable,Number,352827
Poland,2014,All genders,Not applicable,Number,557769
Poland,2014,Female,Not applicable,Number,368298
Poland,2013,Female,Not applicable,Number,396925
Poland,2013,All genders,Not applicable,Number,598124
Poland,2012,All genders,Not applicable,Number,638957
Poland,2012,Female,Not applicable,Number,421577
Poland,2011,Female,Not applicable,Number,427930
Poland,2011,All genders,Not applicable,Number,648045
Poland,2010,All genders,Not applicable,Number,624799
Poland,2010,Female,Not applicable,Number,411238
Poland,2009,Female,Not applicable,Number,374672
Poland,2009,All genders,Not applicable,Number,574972
Poland,2008,All genders,Not applicable,Number,558023
Poland,2008,Female,Not applicable,Number,367374
Poland,2007,Female,Not applicable,Number,347300
Poland,2007,All genders,Not applicable,Number,532827
Poland,2006,All genders,Not applicable,Number,504051
Poland,2006,Female,Not applicable,Number,330435
Poland,2005,Female,Not applicable,Number,330492
Poland,2005,All genders,Not applicable,Number,501393
Poland,2004,All genders,Not applicable,Number,486313
Poland,2004,Female,Not applicable,Number,318534
Poland,2003,Female,Not applicable,Number,311229
Poland,2003,All genders,Not applicable,Number,477785
Poland,2002,All genders,Not applicable,Number,459737
Poland,2002,Female,Not applicable,Number,298414
Poland,2001,Female,Not applicable,Number,284137
Poland,2001,All genders,Not applicable,Number,431104
Portugal,2014,All genders,Not applicable,Number,88503
Portugal,2014,Female,Not applicable,Number,52526
Portugal,2013,All genders,Not applicable,Number,94867
Portugal,2013,Female,Not applicable,Number,56716
Portugal,2012,Female,Not applicable,Number,57033
Portugal,2012,All genders,Not applicable,Number,94264
Portugal,2011,All genders,Not applicable,Number,87129
Portugal,2011,Female,Not applicable,Number,52588
Portugal,2010,Female,Not applicable,Number,47255
Portugal,2010,All genders,Not applicable,Number,78609
Portugal,2009,All genders,Not applicable,Number,76567
Portugal,2009,Female,Not applicable,Number,45382
Portugal,2008,Female,Not applicable,Number,50109
Portugal,2008,All genders,Not applicable,Number,84009
Portugal,2007,All genders,Not applicable,Number,83276
Portugal,2007,Female,Not applicable,Number,51146
Portugal,2006,Female,Not applicable,Number,46988
Portugal,2006,All genders,Not applicable,Number,71828
Portugal,2005,All genders,Not applicable,Number,70023
Portugal,2005,Female,Not applicable,Number,45668
Portugal,2004,Female,Not applicable,Number,45220
Portugal,2004,All genders,Not applicable,Number,68668
Portugal,2003,All genders,Not applicable,Number,68511
Portugal,2003,Female,Not applicable,Number,46020
Portugal,2002,Female,Not applicable,Number,43047
Portugal,2002,All genders,Not applicable,Number,64098
Portugal,2000,All genders,Not applicable,Number,58456
Portugal,2000,Female,Not applicable,Number,38017
Puerto Rico,2013,Female,Not applicable,Number,22167
Puerto Rico,2013,All genders,Not applicable,Number,34398
Puerto Rico,2012,All genders,Not applicable,Number,31929
Puerto Rico,2012,Female,Not applicable,Number,21122
Puerto Rico,2011,Female,Not applicable,Number,18853
Puerto Rico,2011,All genders,Not applicable,Number,29956
Puerto Rico,2009,All genders,Not applicable,Number,30460
Puerto Rico,2009,Female,Not applicable,Number,20151
Puerto Rico,2008,Female,Not applicable,Number,21290
Puerto Rico,2008,All genders,Not applicable,Number,33670
Qatar,2014,Female,Not applicable,Number,1614
Qatar,2014,All genders,Not applicable,Number,2569
Qatar,2013,Female,Not applicable,Number,1388
Qatar,2013,All genders,Not applicable,Number,2284
Qatar,2012,All genders,Not applicable,Number,1969
Qatar,2012,Female,Not applicable,Number,1186
Qatar,2011,All genders,Not applicable,Number,2100
Qatar,2011,Female,Not applicable,Number,1235
Qatar,2010,Female,Not applicable,Number,1034
Qatar,2010,All genders,Not applicable,Number,1629
Qatar,2009,All genders,Not applicable,Number,1629
Qatar,2009,Female,Not applicable,Number,1015
Qatar,2008,Female,Not applicable,Number,1193
Qatar,2008,All genders,Not applicable,Number,1789
Qatar,2007,All genders,Not applicable,Number,1484
Qatar,2007,Female,Not applicable,Number,1005
Qatar,2003,Female,Not applicable,Number,1011
Qatar,2003,All genders,Not applicable,Number,1386
Qatar,2002,All genders,Not applicable,Number,1227
Qatar,2002,Female,Not applicable,Number,926
Qatar,2001,Female,Not applicable,Number,967
Qatar,2001,All genders,Not applicable,Number,1320
Qatar,2000,All genders,Not applicable,Number,1365
Qatar,2000,Female,Not applicable,Number,995
Republic of Korea,2015,Female,Not applicable,Number,313523
Republic of Korea,2015,All genders,Not applicable,Number,611512
Republic of Korea,2012,All genders,Not applicable,Number,618281
Republic of Korea,2012,Female,Not applicable,Number,312481
Republic of Korea,2011,Female,Not applicable,Number,304692
Republic of Korea,2011,All genders,Not applicable,Number,609719
Republic of Korea,2009,All genders,Not applicable,Number,586135
Republic of Korea,2009,Female,Not applicable,Number,296316
Republic of Korea,2008,Female,Not applicable,Number,296850
Republic of Korea,2008,All genders,Not applicable,Number,605278
Republic of Korea,2007,All genders,Not applicable,Number,604862
Republic of Korea,2007,Female,Not applicable,Number,293698
Republic of Korea,2006,Female,Not applicable,Number,296771
Republic of Korea,2006,All genders,Not applicable,Number,605160
Republic of Korea,2005,All genders,Not applicable,Number,607982
Republic of Korea,2005,Female,Not applicable,Number,300528
Republic of Korea,2004,Female,Not applicable,Number,297229
Republic of Korea,2004,All genders,Not applicable,Number,602701
Republic of Korea,2003,All genders,Not applicable,Number,607605
Republic of Korea,2003,Female,Not applicable,Number,301545
Republic of Korea,2002,All genders,Not applicable,Number,578223
Republic of Korea,2002,Female,Not applicable,Number,287655
Republic of Korea,2001,Female,Not applicable,Number,273740
Republic of Korea,2001,All genders,Not applicable,Number,562828
Republic of Korea,2000,All genders,Not applicable,Number,519719
Republic of Korea,2000,Female,Not applicable,Number,252444
Republic of Korea,1999,Female,Not applicable,Number,228446
Republic of Korea,1999,All genders,Not applicable,Number,492998
Romania,2014,Female,Not applicable,Number,90042
Romania,2014,All genders,Not applicable,Number,153515
Romania,2013,All genders,Not applicable,Number,172186
Romania,2013,Female,Not applicable,Number,102821
Romania,2012,Female,Not applicable,Number,119606
Romania,2012,All genders,Not applicable,Number,200106
Romania,2011,All genders,Not applicable,Number,259634
Romania,2011,Female,Not applicable,Number,159912
Romania,2010,All genders,Not applicable,Number,305360
Romania,2010,Female,Not applicable,Number,193034
Romania,2009,Female,Not applicable,Number,186315
Romania,2009,All genders,Not applicable,Number,310886
Romania,2008,Female,Not applicable,Number,198348
Romania,2008,All genders,Not applicable,Number,311475
Romania,2007,All genders,Not applicable,Number,205806
Romania,2007,Female,Not applicable,Number,123064
Romania,2006,Female,Not applicable,Number,103516
Romania,2006,All genders,Not applicable,Number,174821
Romania,2005,All genders,Not applicable,Number,156565
Romania,2005,Female,Not applicable,Number,89468
Romania,2004,Female,Not applicable,Number,84448
Romania,2004,All genders,Not applicable,Number,147412
Romania,2003,All genders,Not applicable,Number,118019
Romania,2003,Female,Not applicable,Number,66691
Romania,2002,Female,Not applicable,Number,53624
Romania,2002,All genders,Not applicable,Number,93467
Romania,2001,All genders,Not applicable,Number,76230
Romania,2001,Female,Not applicable,Number,41785
Romania,2000,Female,Not applicable,Number,35670
Romania,2000,All genders,Not applicable,Number,67940
Romania,1999,All genders,Not applicable,Number,63622
Romania,1999,Female,Not applicable,Number,33268
Russian Federation,2012,All genders,Not applicable,Number,1995269
Russian Federation,2011,All genders,Not applicable,Number,2075040
Russian Federation,2009,All genders,Not applicable,Number,2064473
Russian Federation,2007,All genders,Not applicable,Number,1985478
Russian Federation,2006,All genders,Not applicable,Number,1870973
Russian Federation,2005,All genders,Not applicable,Number,1813340
Russian Federation,2004,All genders,Not applicable,Number,1706156
Russian Federation,2003,All genders,Not applicable,Number,1536399
Russian Federation,2002,All genders,Not applicable,Number,1353768
Russian Federation,2001,All genders,Not applicable,Number,1240479
Russian Federation,2000,All genders,Not applicable,Number,1190567
Rwanda,2012,Female,Not applicable,Number,6853
Rwanda,2012,All genders,Not applicable,Number,16048
Rwanda,2010,All genders,Not applicable,Number,10111
Rwanda,2010,Female,Not applicable,Number,4410
Rwanda,2004,Female,Not applicable,Number,1518
Rwanda,2004,All genders,Not applicable,Number,3595
Saint Lucia,2014,All genders,Not applicable,Number,814
Saint Lucia,2014,Female,Not applicable,Number,523
Saint Lucia,2013,All genders,Not applicable,Number,580
Saint Vincent and the Grenadines,2004,All genders,Not applicable,Number,0
Saint Vincent and the Grenadines,2004,Female,Not applicable,Number,0
Saint Vincent and the Grenadines,2003,Female,Not applicable,Number,0
Saint Vincent and the Grenadines,2003,All genders,Not applicable,Number,0
Saint Vincent and the Grenadines,2002,All genders,Not applicable,Number,0
Saint Vincent and the Grenadines,2002,Female,Not applicable,Number,0
Saint Vincent and the Grenadines,2001,Female,Not applicable,Number,0
Saint Vincent and the Grenadines,2001,All genders,Not applicable,Number,0
Saint Vincent and the Grenadines,2000,All genders,Not applicable,Number,0
Saint Vincent and the Grenadines,2000,Female,Not applicable,Number,0
Saint Vincent and the Grenadines,1999,Female,Not applicable,Number,0
Saint Vincent and the Grenadines,1999,All genders,Not applicable,Number,0
Samoa,2000,Female,Not applicable,Number,175
Samoa,2000,All genders,Not applicable,Number,406
Samoa,1999,All genders,Not applicable,Number,546
Samoa,1999,Female,Not applicable,Number,252
Sao Tome and Principe,2008,Female,Not applicable,Number,0
Sao Tome and Principe,2008,All genders,Not applicable,Number,0
Sao Tome and Principe,2007,All genders,Not applicable,Number,0
Sao Tome and Principe,2007,Female,Not applicable,Number,0
Sao Tome and Principe,2006,Female,Not applicable,Number,0
Sao Tome and Principe,2006,All genders,Not applicable,Number,0
Sao Tome and Principe,2005,All genders,Not applicable,Number,0
Sao Tome and Principe,2005,Female,Not applicable,Number,0
Sao Tome and Principe,2004,Female,Not applicable,Number,0
Sao Tome and Principe,2004,All genders,Not applicable,Number,0
Sao Tome and Principe,2003,All genders,Not applicable,Number,0
Sao Tome and Principe,2003,Female,Not applicable,Number,0
Sao Tome and Principe,2002,Female,Not applicable,Number,0
Sao Tome and Principe,2002,All genders,Not applicable,Number,0
Sao Tome and Principe,2001,All genders,Not applicable,Number,0
Sao Tome and Principe,2001,Female,Not applicable,Number,0
Sao Tome and Principe,2000,Female,Not applicable,Number,0
Sao Tome and Principe,2000,All genders,Not applicable,Number,0
Sao Tome and Principe,1999,All genders,Not applicable,Number,0
Sao Tome and Principe,1999,Female,Not applicable,Number,0
Saudi Arabia,2014,Female,Not applicable,Number,73745
Saudi Arabia,2014,All genders,Not applicable,Number,148841
Saudi Arabia,2013,All genders,Not applicable,Number,141196
Saudi Arabia,2013,Female,Not applicable,Number,72087
Saudi Arabia,2012,All genders,Not applicable,Number,137119
Saudi Arabia,2012,Female,Not applicable,Number,72592
Saudi Arabia,2011,Female,Not applicable,Number,66405
Saudi Arabia,2011,All genders,Not applicable,Number,120780
Saudi Arabia,2010,All genders,Not applicable,Number,115790
Saudi Arabia,2010,Female,Not applicable,Number,59948
Saudi Arabia,2009,Female,Not applicable,Number,70126
Saudi Arabia,2009,All genders,Not applicable,Number,123051
Saudi Arabia,2008,All genders,Not applicable,Number,112132
Saudi Arabia,2008,Female,Not applicable,Number,64334
Saudi Arabia,2007,Female,Not applicable,Number,59022
Saudi Arabia,2007,All genders,Not applicable,Number,103789
Saudi Arabia,2006,All genders,Not applicable,Number,94837
Saudi Arabia,2006,Female,Not applicable,Number,54880
Saudi Arabia,2005,Female,Not applicable,Number,43255
Saudi Arabia,2005,All genders,Not applicable,Number,82659
Saudi Arabia,2004,All genders,Not applicable,Number,81689
Saudi Arabia,2004,Female,Not applicable,Number,42992
Saudi Arabia,2003,Female,Not applicable,Number,40919
Saudi Arabia,2003,All genders,Not applicable,Number,73607
Saudi Arabia,2002,All genders,Not applicable,Number,74506
Saudi Arabia,2002,Female,Not applicable,Number,42972
Saudi Arabia,2001,Female,Not applicable,Number,35566
Saudi Arabia,2001,All genders,Not applicable,Number,62608
Saudi Arabia,2000,All genders,Not applicable,Number,55837
Saudi Arabia,2000,Female,Not applicable,Number,32542
